ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
102279,,20770,500,-1,320790,2045429330,10,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102280,,2020010,2000,-1,320800,2045429330,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102281,,20651,1000,-1,320810,2045429330,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102282,,2002140,30000,-1,320820,2045429331,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102300,,4320,10000,-1,330000,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102301,,5300,12000,-1,330010,2051459206,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102302,,5301,12000,-1,330020,2051459206,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102303,,5310,20000,-1,330030,9440,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102304,,4000,1000,-1,330040,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102305,,4001,2000,-1,330050,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102306,,4300,2500,-1,330060,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102307,,4301,12000,-1,330070,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102308,,4640,9000,-1,330080,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102350,,7070,1,-1,290650,0,1,0,3,5,0,1,0,1,-1,-1,225001,29,[0|0]
102351,,7071,1,-1,290660,0,1,0,3,5,0,1,0,1,-1,-1,-1,-1,[0|0]
102355,,7022,3,-1,290670,0,1,0,3,1,0,1,0,1,-1,-1,-1,-1,[0|0]
102700,,2950,0,-1,370000,9101,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102701,,2951,0,-1,370010,9130,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102702,,2952,0,-1,370020,9104,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102703,,2953,0,-1,370030,9122,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102704,,2954,0,-1,370040,9120,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102705,,2959,0,-1,370050,9118,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102706,,2955,0,-1,370060,9112,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102707,,2002907,0,-1,370070,9143,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102708,,2002901,0,-1,370080,9146,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102710,,2956,0,-1,370100,9116,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102711,,2957,0,-1,370110,9107,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102712,,2958,0,-1,370120,9115,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102713,,2960,0,-1,370130,9111,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102714,,2961,0,-1,370140,9131,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102715,,2962,0,-1,370150,9133,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102716,,2963,0,-1,370160,9123,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102717,,2964,0,-1,370170,9108,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102718,,2002900,0,-1,370180,9164,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102720,,2002902,0,-1,370200,9162,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102721,,2002903,0,-1,370210,9190,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102722,,2002904,0,-1,370220,9160,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102723,,2002905,0,-1,370230,9140,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102724,,2002908,0,-1,370240,9156,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102725,,2002909,0,-1,370250,9155,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102726,,2002910,0,-1,370260,9148,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102800,,2950,0,-1,380000,9101,1,0,3,0,0,1,0,1,-1,-1,-1,30,[0|0]
102801,,2951,0,-1,380010,9130,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102802,,2952,0,-1,380020,9104,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102803,,2953,0,-1,380030,9122,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102804,,2954,0,-1,380040,9120,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102805,,2959,0,-1,380050,9118,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102806,,2955,0,-1,380060,9112,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102807,,2002907,0,-1,380070,9143,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102808,,2002901,0,-1,380080,9146,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102810,,2956,0,-1,380100,9116,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102811,,2957,0,-1,380110,9107,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102812,,2958,0,-1,380120,9115,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102813,,2960,0,-1,380130,9111,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102814,,2961,0,-1,380140,9131,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102815,,2962,0,-1,380150,9133,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102816,,2963,0,-1,380160,9123,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102817,,2964,0,-1,380170,9108,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102818,,2002900,0,-1,380180,9164,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102820,,2002902,0,-1,380200,9162,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102821,,2002903,0,-1,380210,9190,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102822,,2002904,0,-1,380220,9160,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102823,,2002905,0,-1,380230,9140,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102824,,2002908,0,-1,380240,9156,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102825,,2002909,0,-1,380250,9155,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
102826,,2002910,0,-1,380260,9148,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108526,,15000,600,-1,150260,400951,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108555,,50000000,20,-1,150550,400952,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108556,,20811,800,-1,150560,400952,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108578,,52000000,20,-1,150780,400953,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108579,,20840,600,-1,150790,400953,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108601,,20802,1800,-1,160010,400954,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108620,,51000000,200,-1,160200,400954,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108634,,53000000,200,-1,160340,400955,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108635,,20750,1400,-1,160350,400955,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108653,,1730,40,-1,160530,400956,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108655,,15120,1400,-1,160550,400956,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108677,,20780,400,-1,160770,400957,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108690,,52050000,60,-1,160900,400957,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108702,,20775,1000,-1,170020,400958,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108726,,20681,600,-1,170260,400959,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108732,,50090000,60,-1,170320,400959,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108733,,51020000,300,-1,170330,400959,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108734,,52070000,60,-1,170340,400959,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108742,,111,3000,-1,200000,400959,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108756,,20683,600,-1,170560,400960,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108760,,50200000,60,-1,170600,400960,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108761,,52010000,60,-1,170610,400960,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108762,,52020000,60,-1,170620,400960,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108780,,20845,800,-1,170800,400961,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108784,,53020000,300,-1,170840,400961,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108792,,52060000,60,-1,170920,400961,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108801,,1700,30,-1,180010,400962,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108802,,20650,1200,-1,180020,400962,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108831,,50010000,60,-1,180310,400963,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108832,,20770,800,-1,180320,400963,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108840,,52190000,60,-1,180400,400963,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108854,,15440,1800,-1,180540,400964,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108886,,20855,2400,-1,180860,400965,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108891,,50020000,90,-1,180910,400965,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108902,,20751,1200,-1,190020,400966,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108914,,53010000,300,-1,190140,400966,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108920,,50240000,90,-1,190200,400966,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108927,,20710,400,-1,190270,400967,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108935,,50100000,60,-1,190350,400967,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108952,,52030000,90,-1,190520,400968,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108957,,20761,400,-1,190570,400968,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108984,,20723,800,-1,190840,400969,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108985,,50040000,90,-1,190850,400969,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
108986,,52040000,90,-1,190860,400969,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110000,,61000,0,900100,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110001,,61100,0,900101,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110002,,81100,0,900102,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110003,,91100,0,900103,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110004,,101100,0,900104,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110005,,131100,0,900105,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110006,,151100,0,900106,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110007,,171100,0,900107,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110008,,181100,0,900108,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110009,,211100,0,900109,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110010,,221100,0,900110,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110011,,231000,0,900111,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110012,,231100,0,900112,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110013,,241100,0,900113,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110014,,251100,0,900114,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110015,,271100,0,900115,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110016,,281100,0,900116,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110017,,291000,0,900117,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110018,,291100,0,900118,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110019,,294000,0,900119,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110020,,294100,0,900120,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110021,,311100,0,900121,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110022,,341000,0,900122,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110023,,341100,0,900123,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110024,,541100,0,900124,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110025,,591100,0,900125,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110026,,601100,0,900126,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110029,,621100,0,900129,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110030,,631100,0,900130,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110031,,641100,0,900131,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110032,,652100,0,900132,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110033,,661100,0,900133,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110034,,681100,0,900134,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110036,,781100,0,900136,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110037,,791100,0,900137,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110038,,801000,0,900138,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110039,,811100,0,900139,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110040,,812100,0,900140,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110041,,861100,0,900141,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110042,,871100,0,900142,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110043,,881000,0,900143,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110044,,881100,0,900144,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110045,,903100,0,900145,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110047,,911100,0,900147,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110049,,941000,0,900149,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110050,,951100,0,900150,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110051,,981100,0,900151,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110052,,991100,0,900152,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110053,,1761100,0,900153,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110054,,1771100,0,900154,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110055,,1781100,0,900155,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110056,,1791100,0,900156,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110057,,1801100,0,900157,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110058,,1811100,0,900158,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110059,,1821100,0,900159,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110060,,1991100,0,900160,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110061,,2001100,0,900161,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110062,,721100,0,900162,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110063,,1011100,0,900163,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110064,,572100,0,900164,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110065,,573100,0,900165,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110066,,1941100,0,900166,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110067,,121000,0,900167,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110068,,121100,0,900168,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110069,,901100,0,900169,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110070,,3001100,0,900170,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110071,,201100,0,900171,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110072,,201000,0,900172,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110073,,5031100,0,900173,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110074,,5060100,0,900174,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110075,,5081100,0,900175,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110076,,5101000,0,900176,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110077,,5101100,0,900177,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110078,,5111100,0,900178,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110079,,5121100,0,900179,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110080,,5131100,0,900180,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110081,,5141100,0,900181,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110082,,5181100,0,900182,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110083,,5191100,0,900183,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110084,,5191000,0,900184,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110100,,461100,0,900200,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110101,,471100,0,900201,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110102,,481100,0,900202,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110103,,761100,0,900203,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110104,,771100,0,900204,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110105,,5221000,0,900205,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110106,,5271100,0,900206,0,1036489208,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110110,,361100,0,900210,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110111,,201100,0,900211,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110112,,201000,0,900212,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110113,,371100,0,900213,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110114,,801000,0,900214,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110115,,801100,0,900215,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110116,,811000,0,900216,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110117,,811100,0,900217,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110118,,812100,0,900218,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110119,,361000,0,900219,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110120,,1970100,0,900220,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110121,,1970200,0,900221,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110122,,131000,0,900222,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110123,,1011300,0,900223,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110124,,51100,0,900224,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110125,,52100,0,900224,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110126,,51100,0,900225,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110127,,241300,0,900226,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110128,,321300,0,900227,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110129,,41000,0,900228,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110130,,701000,0,900229,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110131,,702000,0,900230,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110200,,60000,0,900300,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110201,,60100,0,900301,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110202,,80100,0,900302,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110203,,90100,0,900303,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110204,,100100,0,900304,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110205,,130100,0,900305,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110206,,150100,0,900306,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110207,,170100,0,900307,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110208,,180100,0,900308,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110209,,210100,0,900309,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110210,,220100,0,900310,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110211,,230000,0,900311,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110212,,230100,0,900312,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110213,,240100,0,900313,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110214,,250100,0,900314,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110215,,270100,0,900315,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110216,,280100,0,900316,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110217,,290000,0,900317,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110218,,290100,0,900318,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110219,,292000,0,900319,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110220,,292100,0,900320,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110221,,310100,0,900321,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110222,,340000,0,900322,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110223,,340100,0,900323,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110224,,540100,0,900324,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110225,,590100,0,900325,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110226,,600100,0,900326,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110229,,622100,0,900329,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110230,,630100,0,900330,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110231,,640100,0,900331,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110232,,650100,0,900332,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110233,,660100,0,900333,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110234,,680100,0,900334,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110236,,780100,0,900336,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110237,,790100,0,900337,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110238,,800000,0,900338,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110239,,810100,0,900339,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110240,,812000,0,900340,0,6000,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110241,,860100,0,900341,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110242,,870100,0,900342,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110243,,880000,0,900343,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110244,,880100,0,900344,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110245,,902100,0,900345,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110247,,910100,0,900347,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110249,,940000,0,900349,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110250,,950100,0,900350,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
110251,,980100,0,900351,0,0,-1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
