ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,unknown_0x40,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_white,enable_black,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,isDiscard,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,disableMultiDropShare,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,unknown_0x73_1,unknown_0x73_2,pad1,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,reserve5,itemGetTutorialFlagId,reserve3
212008,,1,0,[0|0|0],212008,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,102,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
212009,,1,0,[0|0|0],212009,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,102,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
212010,,1,0,[0|0|0],212010,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,102,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213000,,0,0,[0|0|0],213000,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213001,,0,0,[0|0|0],213001,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213002,,0,0,[0|0|0],213002,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213003,,0,0,[0|0|0],213003,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213004,,0,0,[0|0|0],213004,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213005,,0,0,[0|0|0],213005,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213006,,0,0,[0|0|0],213006,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213007,,0,0,[0|0|0],213007,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213008,,0,0,[0|0|0],213008,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213009,,0,0,[0|0|0],213009,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
213010,,0,0,[0|0|0],213010,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,103,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214000,,1,0,[0|0|0],214000,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214001,,1,0,[0|0|0],214001,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214002,,1,0,[0|0|0],214002,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214003,,1,0,[0|0|0],214003,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214004,,1,0,[0|0|0],214004,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214005,,1,0,[0|0|0],214005,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214006,,1,0,[0|0|0],214006,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214007,,1,0,[0|0|0],214007,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214008,,1,0,[0|0|0],214008,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214009,,1,0,[0|0|0],214009,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
214010,,1,0,[0|0|0],214010,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,122,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215000,,1,0,[0|0|0],215000,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215001,,1,0,[0|0|0],215001,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215002,,1,0,[0|0|0],215002,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215003,,1,0,[0|0|0],215003,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215004,,1,0,[0|0|0],215004,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215005,,1,0,[0|0|0],215005,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215006,,1,0,[0|0|0],215006,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215007,,1,0,[0|0|0],215007,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215008,,1,0,[0|0|0],215008,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215009,,1,0,[0|0|0],215009,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
215010,,1,0,[0|0|0],215010,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,123,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216000,,1,0,[0|0|0],216000,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216001,,1,0,[0|0|0],216001,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216002,,1,0,[0|0|0],216002,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216003,,1,0,[0|0|0],216003,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216004,,1,0,[0|0|0],216004,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216005,,1,0,[0|0|0],216005,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216006,,1,0,[0|0|0],216006,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
216007,,1,0,[0|0|0],216007,-1,0,0,-1,0,-1,0,-1,20000610,0,-1,0,124,0,-1,-1,-1,1,0,50,8,2,0,0,34,13,0,0,[0|0],0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
